"age","job","education","marital","default","housing","loan","y"
72,"retired","primary","divorced","no","no","no","no"
34,"blue_collar","secondary","married","no","yes","no","yes"
35,"technician","tertiary","single","no","yes","no","no"
29,"unemployed","tertiary","single","no","no","no","yes"
30,"management","tertiary","married","no","yes","no","yes"
66,"administration","secondary","divorced","no","no","no","no"
28,"management","tertiary","single","no","no","no","no"
32,"technician","tertiary","married","no","yes","no","yes"
62,"retired","secondary","married","no","no","no","no"
39,"blue_collar","primary","single","no","no","no","yes"
32,"technician","secondary","married","no","no","no","no"
22,"student","secondary","single","no","no","no","no"
38,"technician","tertiary","single","no","no","no","no"
55,"administration","secondary","divorced","no","no","no","yes"
36,"management","tertiary","single","no","no","no","yes"
76,"retired","primary","married","no","no","no","no"
34,"blue_collar","secondary","married","no","yes","no","no"
34,"management","tertiary","single","no","no","no","no"
33,"technician","tertiary","single","no","no","no","no"
34,"self_employed","tertiary","married","no","no","no","no"
36,"unemployed","tertiary","single","no","yes","no","no"
73,"retired","secondary","married","no","no","no","no"
27,"student","tertiary","single","no","no","no","yes"
45,"management","tertiary","married","no","yes","yes","yes"
63,"retired","secondary","married","no","no","no","no"
49,"self_employed","tertiary","married","no","yes","yes","no"
41,"management","tertiary","married","no","yes","no","no"
55,"management","tertiary","married","no","yes","no","no"
52,"blue_collar","secondary","married","no","yes","no","yes"
34,"services","secondary","single","no","no","no","no"
53,"management","tertiary","divorced","no","yes","no","no"
49,"management","tertiary","single","no","no","no","yes"
38,"blue_collar","secondary","married","no","yes","no","no"
25,"technician","tertiary","single","no","no","no","yes"
37,"unemployed","tertiary","married","no","no","no","no"
22,"services","secondary","single","no","no","no","no"
30,"blue_collar","primary","married","no","yes","no","yes"
36,"technician","secondary","married","no","no","no","no"
34,"blue_collar","secondary","single","no","no","no","no"
33,"technician","secondary","single","no","yes","no","yes"
21,"student","secondary","single","no","no","no","no"
23,"student","secondary","single","no","no","no","no"
32,"entrepreneur","tertiary","single","no","no","no","no"
74,"retired","primary","married","no","no","no","no"
39,"management","tertiary","married","no","yes","no","yes"
35,"management","tertiary","married","no","no","no","no"
62,"retired","secondary","married","no","no","no","no"
26,"management","tertiary","single","no","no","no","no"
48,"management","tertiary","divorced","no","yes","no","yes"
63,"entrepreneur","primary","married","no","no","no","no"
37,"entrepreneur","tertiary","married","no","no","no","no"
82,"retired","primary","married","no","no","no","no"
24,"technician","secondary","single","no","no","no","no"
30,"administration","tertiary","single","no","no","no","no"
36,"management","tertiary","married","no","no","no","yes"
27,"administration","secondary","married","no","no","no","yes"
51,"management","tertiary","married","no","no","no","yes"
25,"services","secondary","single","no","yes","no","yes"
35,"technician","secondary","single","no","no","no","no"
48,"technician","secondary","married","no","yes","no","yes"
70,"retired","secondary","married","no","no","no","yes"
63,"retired","secondary","married","no","no","no","yes"
39,"administration","secondary","married","no","yes","no","no"
34,"services","secondary","single","no","yes","no","yes"
38,"management","tertiary","married","no","yes","no","no"
44,"administration","secondary","married","no","yes","no","no"
19,"student","secondary","single","no","no","no","no"
32,"management","tertiary","married","no","no","no","no"
46,"administration","tertiary","married","no","no","no","yes"
71,"retired","tertiary","married","no","no","no","yes"
83,"retired","primary","divorced","no","no","no","no"
44,"technician","tertiary","single","no","no","no","yes"
37,"administration","secondary","single","no","yes","yes","no"
36,"management","tertiary","married","no","yes","no","no"
31,"self_employed","tertiary","single","no","no","no","yes"
32,"administration","secondary","married","no","no","no","yes"
51,"management","tertiary","married","no","no","no","no"
72,"management","secondary","married","no","no","no","no"
27,"administration","tertiary","single","no","no","yes","no"
45,"housemaid","tertiary","married","no","yes","no","no"
40,"unemployed","tertiary","single","no","no","no","yes"
30,"administration","secondary","divorced","no","no","no","no"
62,"management","tertiary","married","no","no","no","yes"
55,"management","tertiary","married","no","yes","yes","no"
69,"retired","secondary","divorced","no","no","no","no"
46,"management","tertiary","married","no","no","no","no"
30,"administration","secondary","single","no","no","no","yes"
73,"retired","secondary","single","no","no","no","no"
47,"management","tertiary","married","no","yes","no","no"
55,"management","primary","married","no","no","no","yes"
35,"technician","secondary","married","no","yes","no","no"
60,"retired","secondary","married","no","no","no","yes"
57,"management","tertiary","divorced","no","yes","no","yes"
30,"management","tertiary","single","no","no","no","no"
52,"technician","secondary","married","no","no","no","no"
69,"retired","secondary","married","no","no","no","no"
24,"student","secondary","single","no","no","no","no"
43,"management","tertiary","married","no","yes","no","no"
26,"management","tertiary","single","no","no","no","no"
59,"administration","secondary","single","no","no","no","yes"
31,"technician","tertiary","single","no","no","no","yes"
26,"technician","secondary","single","no","yes","no","yes"
30,"administration","secondary","single","no","no","no","yes"
62,"housemaid","secondary","married","no","no","no","no"
51,"housemaid","primary","married","no","no","no","no"
35,"management","tertiary","single","no","no","no","yes"
32,"management","tertiary","married","no","yes","no","no"
19,"student","secondary","single","no","no","no","no"
65,"housemaid","primary","married","no","yes","no","no"
74,"retired","primary","married","no","no","no","no"
38,"blue_collar","primary","married","no","no","no","no"
48,"management","primary","married","no","no","no","no"
64,"retired","tertiary","married","no","no","no","yes"
36,"technician","tertiary","married","no","no","no","yes"
55,"administration","secondary","married","no","no","no","yes"
72,"retired","secondary","married","no","no","no","no"
63,"retired","tertiary","married","no","no","no","yes"
35,"management","tertiary","single","no","no","no","yes"
33,"technician","secondary","married","no","no","no","no"
57,"retired","tertiary","married","no","no","yes","no"
42,"management","tertiary","single","no","no","no","no"
33,"management","tertiary","married","no","no","no","no"
24,"administration","tertiary","single","no","yes","no","no"
41,"management","tertiary","single","no","no","no","no"
52,"technician","secondary","married","no","yes","no","yes"
53,"housemaid","secondary","married","no","yes","no","no"
25,"management","tertiary","single","no","no","no","no"
34,"management","tertiary","single","no","no","no","yes"
78,"retired","primary","married","no","no","no","no"
27,"entrepreneur","tertiary","married","no","no","yes","no"
36,"services","secondary","married","no","yes","no","yes"
31,"management","tertiary","single","no","no","no","yes"
25,"management","tertiary","single","no","no","no","no"
45,"management","tertiary","single","no","no","no","yes"
35,"self_employed","tertiary","single","no","no","no","no"
24,"unemployed","secondary","single","no","no","no","no"
59,"management","tertiary","married","no","no","no","no"
26,"administration","secondary","single","no","no","yes","no"
57,"management","primary","married","no","yes","no","no"
47,"retired","primary","single","no","no","no","yes"
50,"administration","tertiary","married","no","no","no","yes"
31,"management","tertiary","married","no","yes","no","no"
70,"retired","secondary","divorced","no","no","no","yes"
43,"blue_collar","secondary","married","no","no","no","yes"
34,"management","tertiary","married","no","yes","no","no"
33,"self_employed","secondary","married","no","no","no","yes"
24,"technician","secondary","single","no","no","no","yes"
25,"administration","secondary","single","no","no","no","yes"
26,"management","tertiary","single","no","yes","no","yes"
32,"management","tertiary","single","no","no","no","yes"
28,"management","secondary","single","no","no","no","no"
31,"management","tertiary","single","no","yes","no","no"
39,"technician","secondary","married","no","yes","no","yes"
58,"management","tertiary","married","no","no","no","yes"
19,"student","secondary","single","no","no","no","no"
37,"blue_collar","secondary","married","no","no","no","no"
42,"management","tertiary","married","no","no","no","yes"
30,"blue_collar","secondary","single","no","no","yes","yes"
57,"administration","secondary","divorced","no","no","no","no"
76,"retired","primary","divorced","no","no","no","yes"
79,"retired","secondary","married","no","no","no","yes"
40,"administration","secondary","married","no","no","no","no"
70,"retired","primary","married","no","no","no","yes"
35,"management","tertiary","married","no","no","no","yes"
30,"management","tertiary","single","no","no","no","yes"
60,"retired","secondary","married","no","no","no","yes"
50,"blue_collar","primary","married","no","no","no","yes"
35,"technician","secondary","married","no","yes","yes","no"
51,"unemployed","secondary","married","no","no","no","yes"
71,"retired","tertiary","married","no","yes","no","yes"
81,"retired","primary","divorced","no","no","no","no"
30,"services","secondary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","yes"
69,"retired","secondary","married","no","no","no","no"
45,"administration","secondary","married","no","yes","no","no"
77,"retired","primary","single","no","no","no","no"
62,"retired","secondary","married","no","no","yes","no"
32,"administration","secondary","single","no","yes","no","yes"
70,"retired","primary","single","no","no","no","no"
32,"self_employed","tertiary","married","no","yes","no","no"
34,"management","tertiary","married","no","no","no","yes"
28,"administration","secondary","single","no","yes","yes","yes"
67,"self_employed","tertiary","married","no","no","no","no"
45,"management","tertiary","married","no","no","no","yes"
32,"blue_collar","secondary","married","no","yes","no","yes"
32,"management","tertiary","single","no","yes","yes","no"
62,"retired","primary","married","no","no","no","no"
38,"management","tertiary","married","no","no","no","no"
53,"entrepreneur","primary","married","no","yes","no","yes"
26,"student","tertiary","single","no","no","no","no"
61,"retired","primary","married","no","no","no","no"
23,"student","primary","single","no","no","no","no"
67,"retired","primary","married","no","no","no","no"
72,"retired","secondary","married","no","no","no","no"
30,"management","tertiary","single","no","yes","no","no"
58,"housemaid","primary","married","no","no","no","no"
27,"student","tertiary","single","no","yes","no","no"
56,"administration","secondary","single","no","yes","no","yes"
61,"retired","secondary","married","no","no","no","no"
42,"technician","secondary","married","no","no","no","yes"
36,"management","tertiary","married","no","no","no","yes"
47,"technician","secondary","married","no","yes","no","yes"
63,"retired","secondary","married","no","no","no","no"
46,"blue_collar","secondary","married","no","yes","no","yes"
32,"management","tertiary","single","no","yes","no","yes"
73,"retired","tertiary","married","no","no","no","yes"
49,"entrepreneur","tertiary","divorced","no","no","no","no"
28,"blue_collar","secondary","single","no","no","no","yes"
46,"management","tertiary","married","no","no","no","yes"
74,"retired","primary","married","no","no","no","yes"
71,"retired","tertiary","divorced","yes","yes","no","yes"
37,"management","tertiary","married","no","no","no","no"
31,"self_employed","tertiary","single","no","no","no","no"
28,"management","secondary","married","no","yes","no","no"
41,"administration","secondary","divorced","no","yes","yes","yes"
20,"student","secondary","single","no","no","no","no"
28,"management","tertiary","single","no","no","no","no"
73,"retired","primary","married","no","no","no","yes"
37,"management","tertiary","married","no","no","no","no"
47,"technician","secondary","divorced","no","no","no","yes"
49,"technician","tertiary","divorced","no","yes","no","yes"
48,"management","tertiary","married","no","no","no","yes"
46,"management","tertiary","married","no","yes","no","yes"
40,"administration","secondary","married","no","no","no","yes"
57,"blue_collar","primary","married","no","no","no","yes"
50,"housemaid","secondary","married","no","no","no","yes"
34,"blue_collar","secondary","married","no","no","no","yes"
56,"services","secondary","married","no","no","no","yes"
31,"student","tertiary","single","no","no","no","no"
32,"technician","tertiary","single","no","no","no","yes"
50,"management","tertiary","divorced","no","no","no","yes"
54,"unemployed","secondary","divorced","no","no","no","yes"
48,"management","tertiary","married","no","no","no","no"
26,"management","tertiary","single","no","no","no","yes"
33,"management","tertiary","married","no","no","no","no"
50,"management","tertiary","married","no","no","no","no"
40,"technician","tertiary","married","no","no","no","yes"
31,"management","tertiary","single","no","no","no","yes"
29,"management","tertiary","single","no","yes","no","yes"
40,"technician","secondary","married","no","no","no","no"
28,"technician","tertiary","single","no","no","no","no"
76,"retired","secondary","married","no","no","no","no"
52,"housemaid","primary","married","no","no","no","yes"
38,"technician","secondary","married","no","no","no","yes"
34,"management","tertiary","single","no","yes","no","no"
23,"student","secondary","single","no","no","no","no"
71,"retired","primary","married","no","no","no","no"
71,"retired","primary","married","no","no","no","no"
35,"management","tertiary","single","no","no","no","no"
25,"management","tertiary","single","no","yes","no","no"
46,"management","tertiary","married","no","no","no","yes"
41,"student","secondary","single","no","yes","no","no"
26,"management","tertiary","single","no","no","no","yes"
25,"management","tertiary","single","no","no","no","yes"
28,"administration","secondary","single","no","no","no","yes"
70,"retired","tertiary","married","no","no","no","yes"
59,"technician","tertiary","married","no","no","no","no"
83,"retired","primary","married","no","no","no","yes"
43,"management","tertiary","divorced","no","no","no","yes"
46,"management","secondary","single","no","no","no","no"
45,"blue_collar","secondary","married","no","no","no","yes"
37,"administration","tertiary","single","no","yes","no","yes"
71,"retired","secondary","divorced","no","no","no","yes"
65,"management","tertiary","divorced","no","no","no","no"
27,"management","tertiary","single","no","no","no","yes"
44,"technician","secondary","married","no","no","no","no"
32,"management","tertiary","divorced","no","yes","no","no"
47,"administration","secondary","married","no","no","no","yes"
37,"management","tertiary","married","no","no","no","no"
39,"administration","secondary","married","no","no","no","no"
44,"management","tertiary","married","no","no","no","no"
80,"retired","primary","married","no","no","no","no"
52,"administration","secondary","married","no","no","no","no"
42,"management","tertiary","divorced","no","no","no","yes"
43,"self_employed","secondary","married","no","no","no","no"
49,"self_employed","tertiary","married","no","no","no","no"
79,"retired","secondary","married","no","no","no","no"
65,"retired","secondary","married","no","no","no","no"
61,"unemployed","primary","married","no","no","no","no"
34,"administration","tertiary","married","no","yes","yes","no"
36,"technician","tertiary","married","no","yes","no","no"
77,"retired","secondary","divorced","no","no","no","yes"
23,"technician","secondary","single","no","no","no","no"
20,"student","secondary","single","no","no","no","no"
61,"management","tertiary","married","no","no","no","yes"
28,"student","tertiary","single","no","no","no","yes"
55,"technician","secondary","divorced","no","no","yes","no"
57,"management","tertiary","married","no","no","no","yes"
29,"administration","tertiary","single","no","no","no","no"
34,"management","tertiary","married","no","yes","no","yes"
50,"technician","secondary","divorced","no","no","no","yes"
36,"administration","tertiary","married","no","yes","no","no"
25,"student","tertiary","single","no","no","no","no"
41,"technician","secondary","married","no","no","no","no"
40,"blue_collar","secondary","married","no","no","no","yes"
74,"retired","primary","married","no","no","no","no"
38,"technician","secondary","single","no","no","no","yes"
45,"housemaid","secondary","married","no","no","no","no"
53,"administration","secondary","married","no","no","no","no"
84,"entrepreneur","secondary","married","no","no","no","yes"
35,"management","tertiary","married","no","no","no","yes"
35,"management","tertiary","married","no","yes","no","no"
56,"housemaid","secondary","divorced","no","no","yes","no"
26,"student","secondary","single","no","no","no","yes"
41,"management","tertiary","divorced","no","no","no","no"
35,"technician","secondary","divorced","no","yes","no","no"
39,"management","tertiary","married","no","no","no","no"
36,"unemployed","tertiary","married","no","no","no","no"
95,"retired","secondary","married","no","no","no","no"
36,"technician","tertiary","married","no","no","no","no"
48,"management","tertiary","married","no","no","no","no"
63,"housemaid","primary","married","no","no","no","no"
54,"management","tertiary","single","no","no","no","no"
34,"housemaid","secondary","single","no","no","no","no"
41,"administration","secondary","married","no","yes","no","no"
61,"management","tertiary","married","no","no","no","no"
31,"technician","secondary","single","no","no","no","no"
59,"management","tertiary","married","no","yes","no","no"
25,"management","tertiary","single","no","no","no","no"
47,"management","tertiary","married","no","no","no","yes"
70,"retired","tertiary","married","no","no","no","no"
44,"blue_collar","secondary","married","no","yes","no","no"
37,"management","tertiary","single","no","yes","no","yes"
26,"student","secondary","single","no","no","no","no"
30,"administration","tertiary","single","no","no","no","no"
28,"management","tertiary","single","no","no","no","yes"
54,"management","tertiary","married","no","no","no","yes"
54,"management","tertiary","married","no","no","no","yes"
50,"blue_collar","primary","married","no","no","no","no"
39,"administration","secondary","married","no","no","no","no"
36,"management","tertiary","married","no","no","no","no"
26,"management","tertiary","single","no","no","no","no"
24,"student","secondary","single","no","no","no","no"
36,"administration","secondary","married","no","yes","no","no"
61,"retired","secondary","married","no","no","no","yes"
34,"entrepreneur","secondary","single","no","yes","no","no"
34,"technician","tertiary","married","no","no","no","no"
60,"retired","primary","married","no","no","no","no"
57,"retired","secondary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","yes"
60,"retired","primary","married","no","no","no","yes"
26,"administration","secondary","single","no","no","no","no"
24,"management","tertiary","single","no","no","no","no"
39,"administration","secondary","married","no","no","no","no"
30,"technician","tertiary","single","no","no","no","yes"
61,"management","tertiary","married","no","no","no","no"
45,"blue_collar","secondary","single","no","no","no","no"
70,"retired","primary","married","no","no","no","no"
19,"student","secondary","single","no","no","no","no"
63,"retired","secondary","married","no","yes","no","no"
77,"retired","primary","married","no","no","no","no"
37,"blue_collar","secondary","married","no","yes","no","yes"
37,"management","secondary","single","no","no","no","no"
33,"management","tertiary","single","no","no","no","yes"
37,"administration","secondary","married","no","yes","yes","no"
29,"management","secondary","single","no","no","no","no"
25,"administration","tertiary","single","no","no","no","yes"
30,"administration","secondary","single","no","no","no","no"
63,"retired","secondary","married","no","no","no","no"
31,"management","tertiary","single","no","no","no","no"
29,"technician","tertiary","single","no","yes","yes","no"
70,"retired","secondary","divorced","no","no","no","no"
32,"administration","tertiary","single","no","yes","no","no"
61,"retired","secondary","married","no","no","no","no"
56,"administration","secondary","married","no","no","no","no"
60,"retired","secondary","married","no","no","no","no"
68,"retired","primary","married","no","no","no","no"
42,"unemployed","tertiary","married","no","no","no","no"
24,"blue_collar","secondary","single","no","yes","no","yes"
55,"unemployed","secondary","married","no","no","no","no"
66,"retired","secondary","married","no","no","no","no"
26,"self_employed","tertiary","single","no","no","no","no"
53,"housemaid","primary","married","no","no","no","no"
38,"services","secondary","divorced","no","no","no","no"
61,"housemaid","tertiary","married","no","no","no","no"
34,"management","tertiary","single","no","yes","no","no"
36,"technician","tertiary","married","no","yes","no","yes"
29,"administration","secondary","single","no","no","no","yes"
58,"retired","primary","married","no","no","no","yes"
57,"housemaid","secondary","single","no","no","no","no"
33,"management","tertiary","single","no","no","no","yes"
27,"administration","secondary","married","no","no","no","yes"
79,"retired","primary","divorced","no","no","no","yes"
64,"retired","primary","married","no","no","no","no"
66,"retired","tertiary","single","no","no","no","no"
60,"administration","secondary","divorced","no","no","no","yes"
32,"management","tertiary","single","no","yes","no","no"
47,"housemaid","secondary","married","no","no","no","yes"
56,"unemployed","secondary","married","no","no","no","yes"
25,"technician","secondary","single","no","no","yes","yes"
21,"student","secondary","single","no","no","no","yes"
83,"retired","tertiary","married","no","no","no","no"
73,"retired","secondary","divorced","no","yes","no","yes"
56,"blue_collar","primary","married","no","no","no","no"
45,"blue_collar","secondary","married","no","no","no","no"
77,"retired","primary","married","no","no","no","no"
67,"retired","primary","married","no","no","no","no"
30,"technician","tertiary","single","no","no","no","no"
55,"administration","secondary","married","no","no","no","no"
31,"administration","tertiary","married","no","yes","yes","no"
55,"entrepreneur","secondary","divorced","no","yes","no","no"
57,"administration","secondary","married","no","no","no","no"
59,"unemployed","secondary","married","no","no","no","no"
34,"administration","secondary","married","no","yes","yes","no"
54,"management","tertiary","married","no","yes","no","no"
72,"blue_collar","primary","married","no","no","no","no"
46,"entrepreneur","secondary","divorced","no","no","yes","no"
67,"management","tertiary","divorced","no","no","no","yes"
51,"entrepreneur","tertiary","divorced","no","no","no","yes"
48,"management","tertiary","married","no","yes","yes","yes"
39,"technician","secondary","divorced","no","no","no","yes"
31,"self_employed","secondary","married","no","yes","no","no"
52,"management","primary","married","no","no","no","no"
46,"self_employed","tertiary","married","no","no","no","no"
41,"retired","primary","single","no","no","no","no"
28,"blue_collar","secondary","single","no","no","no","no"
74,"retired","tertiary","married","no","no","no","no"
48,"technician","secondary","single","no","no","no","no"
35,"management","tertiary","single","no","no","no","yes"
61,"self_employed","tertiary","divorced","no","yes","no","yes"
49,"administration","secondary","married","no","yes","no","no"
43,"management","tertiary","married","no","no","no","no"
62,"retired","secondary","married","no","no","no","yes"
35,"technician","tertiary","single","no","no","no","yes"
36,"administration","secondary","divorced","no","no","no","yes"
83,"retired","primary","single","no","no","no","yes"
27,"administration","secondary","married","no","no","no","no"
62,"management","tertiary","married","no","no","no","no"
76,"retired","primary","married","no","no","no","no"
32,"technician","tertiary","married","no","no","no","yes"
63,"retired","primary","married","no","no","no","no"
23,"student","secondary","single","no","no","no","yes"
50,"management","primary","married","no","no","no","yes"
46,"management","tertiary","married","no","yes","no","no"
33,"management","tertiary","married","no","yes","no","no"
38,"technician","tertiary","married","no","yes","no","no"
34,"technician","tertiary","single","no","yes","yes","no"
35,"self_employed","tertiary","married","no","yes","yes","no"
30,"self_employed","secondary","single","no","no","no","no"
60,"retired","primary","married","no","no","no","no"
45,"housemaid","primary","married","no","yes","no","no"
31,"administration","tertiary","single","no","yes","no","no"
28,"self_employed","tertiary","single","no","no","no","no"
62,"services","primary","married","no","no","no","no"
39,"housemaid","tertiary","married","no","no","no","no"
66,"housemaid","primary","married","no","no","no","yes"
35,"blue_collar","tertiary","single","no","no","no","no"
64,"retired","tertiary","married","no","no","no","no"
58,"technician","primary","married","no","no","no","yes"
30,"administration","secondary","married","no","no","no","no"
62,"retired","tertiary","married","no","yes","no","no"
48,"housemaid","primary","single","no","no","no","no"
62,"retired","primary","married","no","no","no","no"
73,"retired","primary","married","no","no","no","no"
40,"self_employed","tertiary","married","no","no","no","no"
81,"retired","primary","divorced","no","no","no","no"
70,"retired","secondary","married","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
80,"retired","secondary","married","no","no","no","no"
34,"administration","tertiary","married","no","yes","no","no"
47,"technician","secondary","married","no","yes","no","no"
31,"technician","tertiary","married","no","no","no","no"
59,"unemployed","secondary","divorced","no","no","no","no"
30,"management","tertiary","single","no","no","no","yes"
41,"management","tertiary","married","no","no","no","no"
19,"student","primary","single","no","no","no","no"
54,"blue_collar","primary","married","no","no","no","yes"
48,"management","tertiary","divorced","no","no","no","no"
26,"administration","secondary","single","no","no","no","yes"
62,"housemaid","tertiary","married","no","no","no","yes"
37,"services","secondary","married","no","yes","yes","no"
43,"services","primary","married","no","yes","no","yes"
74,"retired","primary","married","no","no","no","no"
40,"unemployed","tertiary","single","no","no","no","yes"
37,"management","tertiary","married","no","no","no","no"
57,"management","tertiary","married","no","no","no","yes"
75,"retired","secondary","married","no","no","no","yes"
77,"retired","tertiary","married","no","no","no","yes"
83,"retired","primary","divorced","no","no","no","no"
31,"management","tertiary","married","no","no","no","yes"
61,"technician","primary","married","no","no","no","no"
69,"retired","secondary","married","no","no","no","no"
22,"services","secondary","single","no","no","no","yes"
50,"management","tertiary","married","no","no","no","yes"
27,"management","tertiary","married","no","no","no","yes"
50,"administration","secondary","single","no","no","no","no"
72,"retired","secondary","married","no","no","no","no"
31,"administration","secondary","single","no","no","yes","no"
51,"administration","secondary","married","no","yes","yes","no"
65,"retired","primary","married","no","no","no","no"
34,"services","tertiary","single","no","no","no","yes"
33,"management","tertiary","single","no","no","no","no"
35,"administration","tertiary","married","no","no","no","no"
40,"technician","secondary","married","no","no","no","yes"
37,"services","secondary","married","no","no","no","yes"
44,"technician","tertiary","single","no","no","no","yes"
40,"technician","secondary","married","no","no","no","yes"
45,"blue_collar","secondary","single","no","yes","no","no"
61,"management","tertiary","married","no","no","no","yes"
74,"retired","secondary","divorced","no","no","no","yes"
70,"retired","secondary","married","no","no","no","no"
63,"retired","secondary","married","no","no","no","no"
61,"technician","secondary","divorced","no","no","no","yes"
62,"retired","primary","married","no","yes","no","no"
47,"blue_collar","secondary","married","no","no","no","yes"
62,"blue_collar","primary","married","no","no","no","no"
39,"management","tertiary","single","no","no","no","no"
62,"management","tertiary","divorced","no","no","no","no"
46,"blue_collar","tertiary","married","no","no","no","no"
26,"management","tertiary","single","no","no","no","no"
37,"management","tertiary","single","no","no","no","no"
26,"technician","secondary","single","no","no","no","no"
80,"management","primary","married","no","no","no","no"
30,"administration","secondary","single","no","no","no","no"
72,"retired","primary","married","no","no","no","no"
46,"housemaid","primary","single","no","no","no","no"
76,"housemaid","primary","divorced","no","no","no","yes"
59,"unemployed","secondary","married","no","no","no","no"
30,"unemployed","primary","married","no","no","no","no"
30,"administration","tertiary","single","no","no","no","no"
28,"administration","secondary","married","no","yes","no","no"
60,"management","secondary","married","no","no","no","no"
30,"student","tertiary","single","no","no","no","yes"
63,"retired","primary","married","no","no","no","no"
61,"administration","secondary","married","no","no","no","no"
31,"unemployed","secondary","single","no","no","no","no"
39,"management","tertiary","married","no","no","no","no"
22,"student","primary","single","no","no","no","yes"
39,"technician","tertiary","married","no","no","no","yes"
37,"management","tertiary","single","no","no","no","no"
72,"retired","primary","married","no","no","no","yes"
36,"technician","secondary","married","no","no","no","yes"
43,"technician","secondary","married","no","yes","yes","no"
65,"retired","secondary","married","no","yes","no","yes"
54,"technician","secondary","married","no","no","yes","yes"
32,"blue_collar","primary","married","no","no","no","no"
25,"student","secondary","single","no","no","no","no"
46,"administration","secondary","single","no","yes","no","yes"
28,"management","tertiary","single","no","no","no","yes"
61,"management","tertiary","married","no","no","no","yes"
53,"housemaid","primary","married","no","no","no","yes"
38,"blue_collar","secondary","divorced","no","yes","no","yes"
69,"retired","tertiary","married","no","no","no","no"
53,"management","tertiary","divorced","no","no","no","no"
27,"student","tertiary","single","no","no","no","yes"
74,"retired","tertiary","married","no","no","no","no"
67,"retired","tertiary","married","no","no","no","no"
55,"unemployed","secondary","divorced","no","no","no","yes"
33,"management","tertiary","single","no","no","no","yes"
27,"student","tertiary","single","no","no","no","no"
87,"retired","primary","divorced","no","no","no","yes"
57,"management","tertiary","married","no","no","no","yes"
33,"self_employed","tertiary","single","no","yes","no","yes"
51,"technician","secondary","married","no","yes","yes","yes"
76,"retired","primary","divorced","no","no","no","yes"
64,"management","tertiary","married","no","no","no","yes"
35,"technician","secondary","single","no","yes","no","no"
19,"student","secondary","single","no","no","no","yes"
33,"administration","tertiary","married","no","yes","no","yes"
55,"management","tertiary","divorced","no","no","no","yes"
35,"technician","secondary","married","no","no","no","yes"
30,"technician","tertiary","single","no","no","no","yes"
68,"retired","tertiary","single","no","no","no","yes"
42,"administration","secondary","divorced","no","no","yes","yes"
41,"technician","tertiary","single","no","no","no","yes"
35,"management","tertiary","single","no","yes","no","no"
32,"management","tertiary","single","no","no","no","no"
29,"self_employed","secondary","married","no","no","yes","yes"
70,"retired","secondary","married","no","no","no","no"
54,"administration","secondary","married","no","no","no","no"
27,"blue_collar","secondary","single","no","no","no","yes"
82,"retired","primary","married","no","no","no","yes"
29,"technician","tertiary","single","no","no","no","yes"
78,"retired","primary","divorced","no","no","no","yes"
55,"services","secondary","married","no","no","no","no"
76,"retired","tertiary","married","no","no","no","yes"
69,"management","secondary","married","no","no","no","no"
38,"management","tertiary","married","no","no","no","yes"
60,"technician","secondary","married","no","no","no","yes"
33,"services","secondary","divorced","no","yes","no","yes"
43,"blue_collar","secondary","married","no","no","no","yes"
61,"retired","secondary","married","no","no","no","yes"
73,"retired","primary","married","no","no","no","yes"
39,"technician","secondary","married","no","yes","no","no"
57,"management","primary","married","no","no","no","yes"
33,"management","tertiary","married","no","no","no","yes"
45,"technician","secondary","married","no","no","no","no"
35,"technician","secondary","single","no","no","no","yes"
37,"administration","secondary","single","no","no","no","no"
59,"retired","primary","married","no","no","no","yes"
39,"management","tertiary","single","no","no","no","no"
76,"retired","secondary","married","no","no","no","yes"
40,"administration","tertiary","married","no","no","no","no"
42,"management","tertiary","married","no","no","no","no"
40,"administration","secondary","married","no","no","no","no"
44,"management","tertiary","divorced","no","no","no","no"
59,"retired","tertiary","married","no","no","no","no"
52,"administration","secondary","married","no","no","no","no"
46,"administration","secondary","married","no","yes","no","no"
70,"retired","secondary","married","no","no","no","no"
73,"retired","primary","married","no","no","no","yes"
50,"technician","secondary","single","no","no","no","no"
82,"housemaid","primary","divorced","no","no","no","no"
81,"retired","primary","married","no","no","no","yes"
55,"administration","secondary","married","no","yes","no","no"
52,"technician","secondary","married","no","no","no","no"
58,"blue_collar","secondary","married","no","yes","no","no"
57,"technician","secondary","married","no","no","no","yes"
46,"management","tertiary","single","no","yes","yes","no"
38,"blue_collar","secondary","single","no","no","no","yes"
30,"management","tertiary","single","no","no","no","yes"
52,"services","secondary","married","no","yes","no","yes"
22,"student","secondary","single","no","no","no","yes"
66,"retired","primary","married","no","no","no","no"
70,"retired","secondary","married","no","no","no","no"
55,"technician","secondary","married","no","yes","yes","no"
59,"housemaid","secondary","married","no","no","no","no"
80,"retired","secondary","married","no","no","no","no"
56,"management","secondary","married","no","no","no","yes"
33,"management","tertiary","single","no","no","yes","no"
71,"technician","tertiary","married","no","no","no","no"
38,"housemaid","secondary","divorced","no","no","no","yes"
44,"management","tertiary","single","no","no","no","yes"
69,"retired","secondary","divorced","no","no","no","yes"
65,"retired","secondary","married","no","no","no","no"
34,"administration","tertiary","single","no","yes","yes","no"
60,"housemaid","primary","married","no","no","no","no"
